RED1,RED2,RED3,RED4,RED5,OCCURRENCE,ISSUE
11,12,23,26,29,1,17011 
11,12,23,27,32,1,10046 
11,12,23,28,32,1,13080 
11,12,23,29,31,1,17069 
11,12,24,25,31,1,12107 
11,12,24,26,27,1,15043 
11,12,24,27,29,1,05086 
11,12,26,27,29,1,19125 
11,13,14,15,26,1,20032 
11,13,14,16,18,1,05075 
11,13,14,16,31,1,05075 
11,13,14,18,31,1,05075 
11,13,14,18,33,1,16134 
11,13,15,17,19,1,16027 
11,13,15,17,31,1,16027 
11,13,15,19,31,1,16027 
11,13,15,20,31,1,10062 
11,13,15,20,33,1,10062 
11,13,15,21,23,1,06056 
11,13,15,21,25,1,06056 
11,13,15,22,30,1,05011 
11,13,15,23,25,1,06056 
11,13,15,31,33,1,10062 
11,13,16,17,18,1,04005 
11,13,16,18,31,1,05075 
11,13,16,19,30,1,09061 
11,13,16,21,22,1,18110 
11,13,16,21,23,1,18110 
11,13,16,22,23,1,18110 
11,13,16,23,25,1,17089 
11,13,17,18,25,1,05123 
11,13,17,19,31,1,16027 
11,13,17,20,32,1,06079 
11,13,17,21,23,1,07067 
11,13,17,25,32,1,18091 
11,13,17,28,31,1,09004 
11,13,18,19,26,1,12036 
11,13,18,19,28,1,21058 
11,13,18,20,26,1,10139 
11,13,18,20,31,1,10139 
11,13,18,21,22,1,19077 
11,13,18,22,30,1,05063 
11,13,18,23,32,1,09086 
11,13,18,25,30,1,10121 
11,13,18,26,31,1,10139 
11,13,18,28,33,1,13153 
11,13,19,21,32,1,15075 
11,13,19,26,28,1,18012 
11,13,19,26,30,1,20118 
11,13,19,26,33,1,20118 
11,13,19,28,31,1,17094 
11,13,19,30,33,1,20118 
11,13,20,24,30,1,20075 
11,13,20,26,31,1,10139 
11,13,20,28,32,1,09087 
11,13,20,31,33,1,10062 
11,13,21,22,23,1,18110 
11,13,21,23,25,1,06056 
11,13,21,27,31,1,11060 
11,13,22,24,26,1,16021 
11,13,22,25,32,2,21049 10034 
11,13,24,26,31,1,05106 
11,13,25,32,33,1,09080 
11,13,26,30,33,1,20118 
11,13,27,30,31,1,07090 
11,13,27,31,33,1,06012 
11,14,15,16,24,1,17012 
11,14,15,16,26,1,15030 
11,14,15,16,27,1,21138 
11,14,15,16,32,1,21138 
11,14,15,20,26,1,06097 
11,14,15,20,27,1,06097 
11,14,15,22,31,1,13026 
11,14,15,26,27,1,06097 
11,14,15,27,32,1,21138 
11,14,15,29,33,1,18100 
11,14,16,18,24,1,18141 
11,14,16,18,26,1,09044 
11,14,16,18,29,1,15032 
11,14,16,18,30,1,09044 
11,14,16,18,31,1,05075 
11,14,16,18,32,1,15032 
11,14,16,18,33,1,18141 
11,14,16,21,32,1,20078 
11,14,16,24,33,1,18141 
11,14,16,25,29,1,04049 
11,14,16,25,32,1,07112 
11,14,16,26,30,1,09044 
11,14,16,27,28,1,04054 
11,14,16,27,32,1,21138 
11,14,16,29,32,1,15032 
11,14,17,18,28,1,09012 
11,14,17,18,29,1,08035 
11,14,17,19,23,1,11128 
11,14,17,22,25,1,14107 
11,14,17,22,27,1,14107 
11,14,17,23,27,1,15064 
11,14,17,25,27,1,14107 
11,14,17,27,28,1,03027 
11,14,18,20,21,1,07083 
11,14,18,20,26,1,07083 
11,14,18,20,31,1,16005 
11,14,18,20,33,1,16005 
11,14,18,21,26,1,07083 
11,14,18,24,29,1,05059 
11,14,18,24,33,1,18141 
11,14,18,26,30,1,09044 
11,14,18,29,32,1,15032 
11,14,18,31,33,1,16005 
11,14,19,21,30,1,07038 
11,14,19,24,29,1,13154 
11,14,20,21,26,1,07083 
11,14,20,22,29,1,13142 
11,14,20,25,26,1,17001 
11,14,20,26,27,1,06097 
11,14,20,27,30,1,18074 
11,14,20,27,32,1,04093 
11,14,20,27,33,1,04093 
11,14,20,31,33,1,16005 
11,14,20,32,33,1,04093 
11,14,22,24,31,1,04122 
11,14,22,25,27,1,14107 
11,14,22,27,31,1,20010 
11,14,22,27,32,1,20010 
11,14,22,30,32,1,22020 
11,14,22,31,32,1,20010 
11,14,23,26,30,1,17072 
11,14,24,26,28,1,11040 
11,14,27,31,32,1,20010 
11,14,27,32,33,1,04093 
11,15,16,20,24,1,19015 
11,15,16,20,31,1,19015 
11,15,16,24,31,1,19015 
11,15,16,25,29,1,08123 
11,15,16,27,32,1,21138 
11,15,16,27,33,1,16109 
11,15,17,18,20,1,09026 
11,15,17,18,30,1,09026 
11,15,17,19,31,1,16027 
11,15,17,20,30,1,09026 
11,15,17,21,22,1,06136 
11,15,17,21,24,1,06136 
11,15,17,22,24,1,06136 
11,15,17,23,25,1,18117 
11,15,18,20,30,1,09026 
11,15,18,21,27,1,09082 
11,15,18,21,29,1,09082 
11,15,18,24,26,1,21108 
11,15,18,24,32,1,21108 
11,15,18,26,32,1,21108 
11,15,18,27,29,1,09082 
11,15,19,20,24,2,09142 08074 
11,15,19,20,31,1,14039 
11,15,19,21,30,1,09052 
11,15,19,26,33,1,08067 
11,15,20,21,26,1,18015 
11,15,20,21,33,1,18015 
11,15,20,22,25,1,17037 
11,15,20,22,29,1,04069 
11,15,20,22,30,1,17037 
11,15,20,23,25,1,20087 
11,15,20,23,29,2,15126 06090 
11,15,20,23,33,1,20087 
11,15,20,24,31,1,19015 
11,15,20,24,32,1,12041 
11,15,20,25,30,1,17037 
11,15,20,25,33,1,20087 
11,15,20,26,27,1,06097 
11,15,20,26,32,1,05078 
11,15,20,26,33,1,18015 
11,15,20,31,33,1,10062 
11,15,21,22,24,1,06136 
11,15,21,23,25,1,06056 
11,15,21,26,31,1,13092 
11,15,21,26,33,1,18015 
11,15,21,27,29,1,09082 
11,15,22,24,26,1,19034 
11,15,22,25,30,1,17037 
11,15,22,27,29,1,15153 
11,15,23,25,33,1,20087 
11,15,23,28,33,1,21093 
11,15,24,25,31,1,12107 
11,15,24,26,27,1,15043 
11,15,24,26,32,1,21108 
11,15,26,31,32,1,14125 
11,16,17,20,26,1,16113 
11,16,17,22,26,1,20005 
11,16,17,22,27,1,14126 
11,16,17,22,32,1,20005 
11,16,17,22,33,1,11054 
11,16,17,25,27,1,10095 
11,16,17,25,28,1,04038 
11,16,17,25,29,1,04038 
11,16,17,26,32,1,20005 
11,16,17,28,29,1,04038 
11,16,17,30,32,1,22018 
11,16,18,20,26,1,04111 
11,16,18,20,31,1,04111 
11,16,18,21,22,1,14041 
11,16,18,23,24,1,15024 
11,16,18,24,33,1,18141 
11,16,18,26,30,1,09044 
11,16,18,26,31,1,04111 
11,16,18,29,32,1,15032 
11,16,19,21,25,1,19069 
11,16,19,22,25,1,18072 
11,16,19,22,30,1,18072 
11,16,19,23,26,1,08055 
11,16,19,23,31,1,08055 
11,16,19,24,26,1,08133 
11,16,19,25,30,1,18072 
11,16,19,26,28,1,03069 
11,16,19,26,31,1,08055 
11,16,19,28,32,1,16054 
11,16,19,31,33,1,11151 
11,16,20,22,29,1,10102 
11,16,20,22,33,1,16151 
11,16,20,24,31,1,19015 
11,16,20,26,31,1,04111 
11,16,21,22,23,1,18110 
11,16,21,23,25,1,05149 
11,16,21,23,32,1,05149 
11,16,21,25,32,1,05149 
11,16,21,26,27,1,05042 
11,16,21,26,30,1,05042 
11,16,21,27,30,1,05042 
11,16,22,25,30,1,18072 
11,16,22,26,32,1,20005 
11,16,23,24,29,1,05041 
11,16,23,25,32,1,05149 
11,16,23,26,27,1,21028 
11,16,23,26,31,1,08055 
11,16,23,26,33,1,21028 
11,16,23,27,33,1,21028 
11,16,23,29,31,1,07019 
11,16,23,31,33,1,07037 
11,16,24,32,33,1,07066 
11,16,25,28,29,1,04038 
11,16,26,27,30,1,05042 
11,16,26,27,33,1,21028 
11,16,26,31,33,1,07135 
11,16,28,32,33,1,03058 
11,17,18,20,27,1,21099 
11,17,18,20,30,1,09026 
11,17,18,24,25,1,19019 
11,17,18,24,29,1,04104 
11,17,18,27,31,1,11049 
11,17,20,22,28,1,03031 
11,17,20,22,32,1,03031 
11,17,20,23,24,1,09103 
11,17,20,28,32,1,03031 
11,17,20,29,30,1,21060 
11,17,21,22,24,1,06136 
11,17,21,23,24,1,13058 
11,17,21,29,30,1,07152 
11,17,21,29,33,1,07152 
11,17,21,30,33,1,07152 
11,17,22,25,27,1,14107 
11,17,22,26,32,1,20005 
11,17,22,28,32,1,03031 
11,17,23,24,26,1,12150 
11,17,23,32,33,1,19029 
11,17,25,28,29,1,04038 
11,17,27,28,31,1,06053 
11,17,27,30,33,1,09100 
11,17,28,30,31,1,03016 
11,17,28,30,33,1,03016 
11,17,28,31,33,1,03016 
11,17,29,30,33,1,07152 
11,17,30,31,32,1,07091 
11,17,30,31,33,1,03016 
11,18,19,20,21,1,07057 
11,18,19,20,24,1,21131 
11,18,19,21,29,1,15152 
11,18,19,21,32,1,15152 
11,18,19,22,23,1,07068 
11,18,19,22,24,1,17121 
11,18,19,22,28,1,07068 
11,18,19,22,32,1,17121 
11,18,19,23,28,1,07068 
11,18,19,24,32,1,17121 
11,18,19,26,32,1,19018 
11,18,19,29,32,1,15152 
11,18,20,21,26,1,07083 
11,18,20,23,26,1,21069 
11,18,20,23,31,1,18139 
11,18,20,23,32,1,18139 
11,18,20,25,30,1,09068 
11,18,20,26,31,2,10139 04111 
11,18,20,28,29,1,14056 
11,18,20,31,32,1,18139 
11,18,20,31,33,1,16005 
11,18,21,27,29,1,09082 
11,18,21,27,30,1,08048 
11,18,21,27,32,1,08048 
11,18,21,29,32,1,15152 
11,18,21,30,32,1,08048 
11,18,22,23,28,1,07068 
11,18,22,24,32,1,17121 
11,18,22,27,29,1,12076 
11,18,22,27,30,1,12076 
11,18,22,29,30,1,12076 
11,18,23,30,33,1,11137 
11,18,23,31,32,1,18139 
11,18,23,31,33,1,18109 
11,18,24,26,32,1,21108 
11,18,25,30,33,1,19047 
11,18,26,27,32,1,16107 
11,18,26,30,32,1,06100 
11,18,27,29,30,1,12076 
11,18,27,30,32,1,08048 
11,19,20,24,28,2,10128 05146 
11,19,21,29,32,1,15152 
11,19,22,23,28,1,07068 
11,19,22,24,32,1,17121 
11,19,22,25,30,1,18072 
11,19,22,26,31,1,18024 
11,19,22,26,32,1,18024 
11,19,22,27,32,1,05008 
11,19,22,27,33,1,05008 
11,19,22,31,32,1,18024 
11,19,22,32,33,1,05008 
11,19,23,25,29,1,21067 
11,19,23,26,31,1,08055 
11,19,24,26,27,1,08050 
11,19,25,26,32,1,03015 
11,19,26,30,33,1,20118 
11,19,26,31,32,1,18024 
11,19,27,32,33,1,05008 
11,19,30,32,33,1,14015 
11,20,21,22,24,1,17122 
11,20,21,22,27,1,17122 
11,20,21,24,27,1,17122 
11,20,21,26,28,1,08024 
11,20,21,26,30,1,08024 
11,20,21,26,31,1,13099 
11,20,21,26,33,1,18015 
11,20,21,27,30,1,12045 
11,20,21,28,30,1,08024 
11,20,22,23,27,1,08041 
11,20,22,23,29,1,22028 
11,20,22,24,27,1,17122 
11,20,22,24,31,1,11036 
11,20,22,25,30,1,17037 
11,20,22,28,32,1,03031 
11,20,23,25,33,1,20087 
11,20,23,31,32,1,18139 
11,20,24,25,26,1,06088 
11,20,25,26,27,1,07142 
11,20,25,26,30,1,07142 
11,20,25,27,30,1,07142 
11,20,26,27,30,1,07142 
11,20,26,28,30,1,08024 
11,20,27,32,33,1,04093 
11,20,31,32,33,1,09093 
11,21,22,24,27,1,17122 
11,21,23,25,32,1,05149 
11,21,23,27,32,1,10046 
11,21,23,27,33,1,16099 
11,21,23,31,32,1,11100 
11,21,25,28,31,1,21031 
11,21,26,27,30,1,05042 
11,21,26,28,30,1,08024 
11,21,27,30,32,1,08048 
11,21,29,30,33,1,07152 
11,22,24,26,33,1,08120 
11,22,26,31,32,1,18024 
11,22,27,29,30,1,12076 
11,22,27,31,32,1,20010 
11,22,27,32,33,1,05008 
11,23,26,27,33,1,21028 
11,23,26,28,32,1,11146 
11,23,26,28,33,1,11146 
11,23,26,32,33,1,11146 
11,23,27,31,32,1,13105 
11,23,28,32,33,1,11146 
11,23,30,31,32,1,13106 
11,24,25,27,30,1,20043 
11,24,25,28,33,1,21094 
11,24,26,27,30,1,06052 
11,24,26,27,32,1,06052 
11,24,26,30,32,1,06052 
11,24,27,30,32,1,06052 
11,25,26,27,30,1,07142 
11,25,27,29,30,1,03032 
11,26,27,30,32,1,06052 
11,26,28,32,33,1,11146 
11,28,29,30,32,1,10018 
11,28,29,30,33,1,10018 
11,28,29,31,33,1,17013 
11,28,29,32,33,1,10018 
11,28,30,31,33,1,03016 
11,28,30,32,33,1,10018 
11,29,30,32,33,1,10018 
12,13,14,17,18,1,08115 
12,13,14,17,21,1,16018 
12,13,14,17,25,1,16018 
12,13,14,18,31,1,06124 
12,13,14,18,32,1,06124 
12,13,14,18,33,1,16134 
12,13,14,20,22,1,08047 
12,13,14,21,25,1,16018 
12,13,14,24,25,1,20027 
12,13,14,24,28,1,20027 
12,13,14,25,28,1,20027 
12,13,14,31,32,1,06124 
12,13,14,31,33,1,21033 
12,13,15,18,19,1,16062 
12,13,15,18,21,1,16062 
12,13,15,18,26,1,17114 
12,13,15,19,21,1,16062 
12,13,15,20,22,1,21062 
12,13,15,20,25,1,21062 
12,13,15,22,23,1,09029 
12,13,15,22,25,1,21062 
12,13,15,22,29,1,09029 
12,13,15,23,28,1,09038 
12,13,15,23,29,1,09029 
12,13,15,23,32,1,09038 
12,13,15,28,32,1,09038 
12,13,16,23,25,1,17089 
12,13,16,23,28,1,10004 
12,13,16,23,32,1,06043 
12,13,16,24,32,1,22038 
12,13,16,26,31,1,18058 
12,13,17,18,20,1,15034 
12,13,17,18,25,1,05123 
12,13,17,18,27,1,15034 
12,13,17,20,25,1,11135 
12,13,17,20,26,1,11135 
12,13,17,20,27,1,15034 
12,13,17,21,25,1,16018 
12,13,17,24,31,1,11008 
12,13,17,25,26,1,11135 
12,13,18,19,21,1,16062 
12,13,18,20,27,1,15034 
12,13,18,23,32,1,09086 
12,13,18,25,27,1,18018 
12,13,18,25,31,1,08081 
12,13,18,26,29,1,10140 
12,13,18,31,32,1,06124 
12,13,19,20,32,1,12049 
12,13,19,22,26,1,15131 
12,13,19,22,28,1,12122 
12,13,19,22,29,1,12122 
12,13,19,23,25,1,22035 
12,13,19,26,28,1,18012 
12,13,19,28,29,1,12122 
12,13,20,22,25,1,21062 
12,13,20,24,31,1,17055 
12,13,20,25,26,1,11135 
12,13,21,26,27,1,11099 
12,13,22,23,29,1,09029 
12,13,22,27,29,1,14068 
12,13,22,28,29,2,16038 12122 
12,13,22,30,33,1,13053 
12,13,23,26,29,1,14145 
12,13,23,27,28,1,19020 
12,13,23,28,32,1,09038 
12,13,23,30,31,1,03052 
12,13,24,25,28,1,20027 
12,13,24,27,33,1,13117 
12,13,25,26,31,1,04098 
12,13,26,29,33,1,12125 
12,14,15,17,20,2,17108 16082 
12,14,15,17,21,1,09137 
12,14,15,17,29,2,19136 04052 
12,14,15,17,33,1,19136 
12,14,15,18,25,1,16112 
12,14,15,20,31,1,06105 
12,14,15,21,27,2,16032 09039 
12,14,15,25,28,2,19118 06103 
12,14,15,25,31,3,19118 06103 04017 
12,14,15,28,31,2,19118 06103 
12,14,15,29,33,1,19136 
12,14,16,25,29,1,04049 
12,14,16,27,32,1,16012 
12,14,16,31,33,1,22040 
12,14,17,19,22,1,14096 
12,14,17,19,24,1,14096 
12,14,17,19,26,1,16064 
12,14,17,20,23,1,15049 
12,14,17,21,25,1,16018 
12,14,17,22,24,1,14096 
12,14,17,23,27,2,19112 15064 
12,14,17,29,33,1,19136 
12,14,17,30,31,1,12051 
12,14,18,20,26,1,21035 
12,14,18,20,28,1,21035 
12,14,18,23,30,1,20048 
12,14,18,23,32,1,20048 
12,14,18,26,28,1,21035 
12,14,18,26,32,1,15135 
12,14,18,27,33,1,06110 
12,14,18,30,32,1,20048 
12,14,18,31,32,1,06124 
12,14,19,22,24,1,14096 
12,14,19,23,24,1,21139 
12,14,19,23,27,1,21139 
12,14,19,24,27,1,21139 
12,14,19,27,28,1,15089 
12,14,19,27,29,1,15089 
12,14,19,28,29,1,15089 
12,14,19,28,32,1,11119 
12,14,19,28,33,1,06106 
12,14,20,21,25,1,11133 
12,14,20,21,31,1,11133 
12,14,20,22,24,2,18082 10069 
12,14,20,22,29,1,13142 
12,14,20,22,32,1,10069 
12,14,20,24,32,1,10069 
12,14,20,25,26,1,05026 
12,14,20,25,31,1,11133 
12,14,20,26,27,1,15097 
12,14,20,26,28,1,21035 
12,14,20,27,29,1,16007 
12,14,20,30,31,1,09049 
12,14,21,23,30,1,03073 
12,14,21,24,28,1,06064 
12,14,21,25,31,1,11133 
12,14,21,26,28,1,11110 
12,14,21,26,33,1,11110 
12,14,21,27,29,1,19103 
12,14,21,28,33,1,11110 
12,14,21,29,30,1,04013 
12,14,21,29,32,1,04013 
12,14,21,29,33,1,08016 
12,14,21,30,32,1,04013 
12,14,22,24,32,2,10069 05037 
12,14,22,25,33,1,15090 
12,14,23,24,27,1,21139 
12,14,23,30,32,1,20048 
12,14,23,31,32,1,08091 
12,14,24,25,28,1,20027 
12,14,25,28,31,2,19118 06103 
12,14,26,27,32,1,05080 
12,14,26,28,33,1,11110 
12,14,27,28,29,1,15089 
12,14,28,31,32,1,14113 
12,14,28,31,33,1,14113 
12,14,28,32,33,1,14113 
12,14,29,30,32,1,04013 
12,14,29,31,32,1,10076 
12,14,31,32,33,1,14113 
12,15,16,19,26,1,21088 
12,15,16,20,31,1,07076 
12,15,16,21,22,1,21075 
12,15,16,21,26,1,18023 
12,15,16,21,27,1,12099 
12,15,16,21,29,2,21075 18023 
12,15,16,22,29,2,21075 20063 
12,15,16,22,32,1,20063 
12,15,16,26,29,2,18023 11142 
12,15,16,26,31,1,11142 
12,15,16,29,31,1,11142 
12,15,16,29,32,1,20063 
12,15,17,19,20,1,21148 
12,15,17,22,32,1,07007 
12,15,17,22,33,1,10107 
12,15,17,23,32,1,20108 
12,15,17,24,26,1,20122 
12,15,17,24,31,1,20122 
12,15,17,26,31,1,20122 
12,15,17,29,33,1,19136 
12,15,18,19,21,1,16062 
12,15,18,20,21,1,16029 
12,15,18,20,27,1,16029 
12,15,18,21,27,1,16029 
12,15,18,22,32,1,08131 
12,15,18,29,32,1,10123 
12,15,19,20,29,1,19076 
12,15,19,20,32,1,19076 
12,15,19,21,28,1,06001 
12,15,19,22,31,2,05098 05003 
12,15,19,22,33,1,05098 
12,15,19,27,30,1,19144 
12,15,19,28,29,1,13051 
12,15,19,29,32,1,19076 
12,15,19,31,33,1,05098 
12,15,20,21,27,1,16029 
12,15,20,22,25,1,21062 
12,15,20,25,27,1,17106 
12,15,20,25,28,1,14042 
12,15,20,25,31,1,17106 
12,15,20,25,33,1,14042 
12,15,20,27,31,1,17106 
12,15,20,28,33,1,14042 
12,15,20,29,32,1,19076 
12,15,21,22,29,1,21075 
12,15,21,26,29,1,18023 
12,15,21,26,32,1,13116 
12,15,21,26,33,1,13116 
12,15,21,32,33,1,13116 
12,15,22,23,26,1,03079 
12,15,22,23,29,1,09029 
12,15,22,23,31,1,03079 
12,15,22,26,31,1,03079 
12,15,22,29,32,2,20063 09148 
12,15,22,31,33,1,05098 
12,15,23,24,32,1,12147 
12,15,23,26,31,1,03079 
12,15,23,28,32,1,09038 
12,15,24,25,31,1,12107 
12,15,24,26,27,1,15043 
12,15,24,26,31,1,20122 
12,15,24,27,33,1,07114 
12,15,25,26,27,1,18136 
12,15,25,27,31,1,17106 
12,15,25,28,31,2,19118 06103 
12,15,25,28,33,1,14042 
12,15,26,29,31,1,11142 
12,15,26,32,33,1,13116 
12,16,17,18,27,1,13115 
12,16,17,19,24,1,11020 
12,16,17,19,30,1,11020 
12,16,17,21,22,1,05065 
12,16,17,21,23,1,05065 
12,16,17,21,25,1,12132 
12,16,17,22,23,1,05065 
12,16,17,24,28,1,21019 
12,16,17,24,29,1,21019 
12,16,17,24,30,1,11020 
12,16,17,27,30,1,03012 
12,16,17,28,29,1,21019 
12,16,18,19,23,1,06093 
12,16,18,22,33,1,08103 
12,16,18,26,30,1,03086 
12,16,19,24,30,1,11020 
12,16,19,26,32,1,19004 
12,16,19,27,30,1,15014 
12,16,20,21,26,1,05067 
12,16,20,22,24,1,17080 
12,16,20,22,25,1,17063 
12,16,20,22,31,1,17063 
12,16,20,25,31,1,17063 
12,16,20,30,33,1,14073 
12,16,21,22,23,1,05065 
12,16,21,22,29,1,21075 
12,16,21,26,27,1,20068 
12,16,21,26,29,1,18023 
12,16,21,26,32,1,20068 
12,16,21,27,32,1,20068 
12,16,21,28,29,1,05035 
12,16,21,28,30,1,05035 
12,16,21,29,30,1,05035 
12,16,22,24,25,1,03077 
12,16,22,25,31,1,17063 
12,16,22,25,32,1,19046 
12,16,22,29,32,1,20063 
12,16,24,28,29,1,21019 
12,16,25,26,27,1,09118 
12,16,25,26,31,1,09118 
12,16,25,27,31,1,09118 
12,16,26,27,31,1,09118 
12,16,26,27,32,1,20068 
12,16,26,29,31,1,11142 
12,16,26,30,31,1,20125 
12,16,28,29,30,1,05035 
12,17,18,19,26,1,08143 
12,17,18,19,27,1,08143 
12,17,18,19,28,1,22045 
12,17,18,20,27,1,15034 
12,17,18,20,33,1,12101 
12,17,18,21,22,1,16041 
12,17,18,21,24,1,16041 
12,17,18,22,24,1,16041 
12,17,18,24,28,1,18130 
12,17,18,26,27,1,08143 
12,17,18,30,31,1,08033 
12,17,18,30,33,1,08033 
12,17,18,31,33,1,08033 
12,17,19,22,24,1,14096 
12,17,19,24,25,1,22023 
12,17,19,24,30,1,11020 
12,17,19,25,30,1,14069 
12,17,19,26,27,1,08143 
12,17,19,27,29,1,05056 
12,17,19,27,31,1,05056 
12,17,19,29,30,1,07085 
12,17,19,29,31,1,05056 
12,17,20,25,26,1,11135 
12,17,20,25,28,1,04007 
12,17,20,25,31,1,20007 
12,17,21,22,23,1,05065 
12,17,21,22,24,1,16041 
12,17,21,25,28,1,06084 
12,17,24,26,31,1,20122 
12,17,24,27,28,1,21095 
12,17,24,27,29,1,13011 
12,17,24,28,29,1,21019 
12,17,26,29,31,1,16127 
12,17,27,29,31,1,05056 
12,17,30,31,33,1,08033 
12,18,19,20,21,1,22010 
12,18,19,20,32,1,22010 
12,18,19,21,24,1,11011 
12,18,19,21,32,1,22010 
12,18,19,22,28,1,09053 
12,18,19,23,24,1,14030 
12,18,19,23,30,1,14030 
12,18,19,23,32,1,18039 
12,18,19,24,30,1,14030 
12,18,19,26,27,1,08143 
12,18,20,21,26,1,07018 
12,18,20,21,27,1,16029 
12,18,20,21,32,1,22010 
12,18,20,23,32,1,04006 
12,18,20,24,28,1,08022 
12,18,20,24,32,1,08022 
12,18,20,25,26,1,14143 
12,18,20,26,28,1,21035 
12,18,20,26,33,1,09006 
12,18,20,28,32,1,08022 
12,18,20,30,32,1,20029 
12,18,21,22,24,1,16041 
12,18,21,22,26,1,09034 
12,18,21,22,27,1,13143 
12,18,21,22,32,1,13143 
12,18,21,24,25,1,07106 
12,18,21,24,29,1,07106 
12,18,21,25,29,1,07106 
12,18,21,27,32,1,13143 
12,18,21,28,29,1,05095 
12,18,21,28,30,1,07045 
12,18,22,27,32,1,13143 
12,18,22,28,29,1,12152 
12,18,22,30,31,1,04002 
12,18,23,24,27,1,06099 
12,18,23,24,30,1,14030 
12,18,23,30,32,1,20048 
12,18,23,30,33,1,05115 
12,18,24,25,29,1,07106 
12,18,24,28,32,1,08022 
12,18,26,27,28,1,04045 
12,18,26,27,31,1,11122 
12,18,28,30,32,1,08130 
12,18,30,31,33,1,08033 
12,19,20,21,25,1,16085 
12,19,20,21,26,1,05036 
12,19,20,21,27,1,08053 
12,19,20,21,31,1,05036 
12,19,20,21,32,1,22010 
12,19,20,23,33,1,12046 
12,19,20,26,28,1,08021 
12,19,20,26,31,1,05036 
12,19,20,29,32,1,19076 
12,19,21,25,28,1,12024 
12,19,21,26,31,1,05036 
12,19,22,23,26,1,16057 
12,19,22,24,27,1,15108 
12,19,22,25,26,1,22033 
12,19,22,27,32,1,03074 
12,19,22,28,29,1,12122 
12,19,22,31,33,1,05098 
12,19,23,24,27,1,21139 
12,19,23,24,30,1,14030 
12,19,24,25,30,1,10040 
12,19,24,25,32,1,10040 
12,19,24,30,32,1,10040 
12,19,25,30,32,1,10040 
12,19,26,29,31,1,12098 
12,19,27,28,29,1,15089 
12,19,27,29,31,1,05056 
12,20,21,22,29,1,20079 
12,20,21,25,31,1,11133 
12,20,21,26,31,1,05036 
12,20,22,24,32,1,10069 
12,20,22,25,31,1,17063 
12,20,22,30,33,1,09065 
12,20,23,24,29,1,12008 
12,20,24,25,30,1,19064 
12,20,24,25,33,1,19064 
12,20,24,27,29,1,17050 
12,20,24,28,31,1,18014 
12,20,24,28,32,1,08022 
12,20,24,29,31,1,15088 
12,20,24,30,33,1,19064 
12,20,25,26,27,1,12119 
12,20,25,26,28,1,12119 
12,20,25,27,28,1,12119 
12,20,25,27,31,1,17106 
12,20,25,28,29,1,09113 
12,20,25,28,33,1,14042 
12,20,25,30,31,1,18048 
12,20,25,30,33,1,19064 
12,20,26,27,28,2,12119 06101 
12,20,28,30,31,1,03048 
12,21,22,26,31,1,16013 
12,21,22,27,31,1,18118 
12,21,22,27,32,1,13143 
12,21,22,29,30,1,08066 
12,21,22,30,32,1,06130 
12,21,22,30,33,1,04070 
12,21,23,24,28,1,10096 
12,21,23,25,31,1,22002 
12,21,23,26,28,1,13071 
12,21,23,27,32,1,10046 
12,21,24,25,29,1,07106 
12,21,24,30,32,1,05040 
12,21,25,31,33,1,05060 
12,21,26,27,32,1,20068 
12,21,26,28,33,1,11110 
12,21,26,32,33,1,13116 
12,21,27,29,30,1,19038 
12,21,27,29,31,2,19074 08058 
12,21,27,29,33,1,19074 
12,21,27,31,33,1,19074 
12,21,28,29,30,1,05035 
12,21,29,30,32,1,04013 
12,21,29,31,33,1,19074 
12,22,23,24,25,1,06058 
12,22,23,26,31,1,03079 
12,22,24,28,31,1,08037 
12,22,26,30,33,1,08077 
12,22,28,29,30,1,05112 
12,23,24,25,32,1,06037 
12,23,24,26,27,1,22030 
12,23,24,26,30,1,22030 
12,23,24,27,30,1,22030 
12,23,26,27,30,1,22030 
12,23,26,29,30,1,03078 
12,24,25,30,32,1,10040 
12,24,25,30,33,1,19064 
12,24,26,27,30,1,22030 
12,24,26,29,31,1,12109 
12,24,28,29,30,1,16050 
12,25,26,27,28,1,12119 
12,25,26,27,31,1,09118 
12,25,26,28,29,1,13056 
12,25,27,28,29,1,04062 
12,27,29,31,33,1,19074 
12,27,31,32,33,1,19120 
12,28,31,32,33,1,14113 
13,14,15,17,30,1,12105 
13,14,15,17,33,1,19141 
13,14,15,19,24,1,07040 
13,14,15,19,30,1,07040 
13,14,15,21,23,1,19088 
13,14,15,21,29,1,19088 
13,14,15,21,33,1,13031 
13,14,15,23,29,1,19088 
13,14,15,24,30,1,07040 
13,14,16,18,31,1,05075 
13,14,16,21,32,1,13049 
13,14,16,23,25,1,03034 
13,14,16,23,30,1,14133 
13,14,16,23,31,1,14133 
13,14,16,25,27,1,18119 
13,14,16,30,31,1,14133 
13,14,17,19,21,1,19056 
13,14,17,19,24,1,11034 
13,14,17,19,26,1,10151 
13,14,17,19,29,1,19056 
13,14,17,19,30,1,04079 
13,14,17,19,31,1,11034 
13,14,17,20,26,1,10071 
13,14,17,21,25,1,16018 
13,14,17,21,29,1,19056 
13,14,17,24,26,1,06018 
13,14,17,24,31,1,11034 
13,14,17,25,31,1,11043 
13,14,18,19,21,1,17056 
13,14,18,19,28,1,17056 
13,14,18,20,27,1,11035 
13,14,18,20,31,2,18046 11035 
13,14,18,21,28,1,17056 
13,14,18,23,33,1,17142 
